nomes,idade,cidade,estado,cpf,cnpj,cpf_status,cnpj_status
brian SANCHEZ,73,AMPARO DE SÃO FRANCISCO,SE,34844409883,85892739065749,Válido,Válido
dylan OSBORN,22,ADAMANTINA,SP,67163462956,99937815902014,Válido,Válido
john DAVIS,32,ABREULÂNDIA,TO,98437832128,80350322967696,Válido,Válido
todd MITCHELL,42,ACRELÂNDIA,AC,76309031465,75192808213293,Válido,Válido
kelly LEONARD,56,ÁGUA BRANCA,AL,53124275780,54808359393412,Válido,Válido
dominic DAVIS,48,ALVARÃES,AM,93417045371,89199268850080,Válido,Válido
wendy NOLAN,65,SERRA DO NAVIO,AP,43377286357,72697470322369,Válido,Válido
james VARGAS,19,ABAÍRA,BA,32452983314,82598207829861,Válido,Válido
leslie COX,55,ABAIARA,CE,35215276625,36504893913635,Válido,Válido
john WILKINSON,41,Brasília,DF,32085575153,26948222362620,Válido,Válido
michael HEBERT,62,AFONSO CLÁUDIO,ES,76207409108,59381963328600,Válido,Válido
robert HUFF,36,ABADIA DE GOIÁS,GO,98322702949,11220625292020,Válido,Válido
christopher RAMOS,43,AÇAILÂNDIA,MA,59595543993,95278659160401,Válido,Válido
sydney POWELL,39,ABADIA DOS DOURADOS,MG,60916767922,40544314631757,Válido,Válido
glenda ADKINS,60,ÁGUA CLARA,MS,49336181009,59572726826147,Válido,Válido
jorge SHEPHERD,27,ACORIZAL,MT,15424304451,14391609400320,Válido,Válido
hannah MORALES,82,ABAETETUBA,PA,17809279084,70747668050953,Válido,Válido
kristina MILLER,21,ÁGUA BRANCA,PB,97440304292,29016925713338,Válido,Válido
frank HARRIS,53,ABREU E LIMA,PE,73183302250,14583694136043,Válido,Válido
bonnie KRAUSE,28,ACAUÃ,PI,72899823477,13690188249456,Válido,Válido
colleen ROWLAND,88,ABATIÁ,PR,20059017090,95017970237114,Válido,Válido
james ANDERSON,51,ANGRA DOS REIS,RJ,00880914068,73976326139040,Válido,Válido
timothy KELLY,28,ACARI,RN,04240394783,99852819782770,Válido,Válido
john THOMPSON,70,ALTA FLORESTA D'OESTE,RO,19893893097,51328202271711,Válido,Válido
thomas SANCHEZ,62,AMAJARI,RR,37240000494,87356335401030,Válido,Válido
tanya RICE,63,ACEGUÁ,RS,27822054392,10617061767473,Válido,Válido
michael ROBERTSON,39,ABDON BATISTA,SC,15673711670,91743338382709,Válido,Válido
megan MARTINEZ,68,AMPARO DE SÃO FRANCISCO,SE,34217182457,54170682084028,Válido,Válido
stephanie BENNETT,59,ADAMANTINA,SP,49421449819,54548886814554,Válido,Válido
tracie HANSON,37,ABREULÂNDIA,TO,77917783006,31027148726195,Válido,Válido
johnny HUNTER,22,ACRELÂNDIA,AC,77416059844,53387252851882,Válido,Válido
james STONE,58,ÁGUA BRANCA,AL,02121765280,85854721283822,Válido,Válido
pamela WILLIAMS,53,ALVARÃES,AM,70758320507,07869539292580,Válido,Válido
rebecca MITCHELL,42,SERRA DO NAVIO,AP,70407013679,90535444570727,Válido,Válido
angela PEREZ,20,ABAÍRA,BA,91260036944,47871542119338,Válido,Válido
kathryn MOSS,18,ABAIARA,CE,72400213194,60995358556318,Válido,Válido
george MURPHY,24,Brasília,DF,38874328192,43274869429990,Válido,Válido
juan MORGAN,72,AFONSO CLÁUDIO,ES,33682518053,38644033570326,Válido,Válido
timothy FRAZIER,32,ABADIA DE GOIÁS,GO,48539001284,10284614407042,Válido,Válido
kelsey MARSHALL,36,AÇAILÂNDIA,MA,01968454918,69307435514884,Válido,Válido
julie GARRISON,43,ABADIA DOS DOURADOS,MG,22121860886,29964984753984,Válido,Válido
kathryn SILVA,85,ÁGUA CLARA,MS,22380710597,71805977641774,Válido,Válido
paul ZIMMERMAN,19,ACORIZAL,MT,41458334651,79814288061227,Válido,Válido
wayne BRADFORD,55,ABAETETUBA,PA,51421599856,96435041967838,Válido,Válido
james YOUNG,65,ÁGUA BRANCA,PB,93083837607,87850588474020,Válido,Válido
linda BROWN,34,ABREU E LIMA,PE,67768295005,53919021847093,Válido,Válido
joshua ADAMS,82,ACAUÃ,PI,20972024204,01731848623800,Válido,Válido
kathryn FOWLER,20,ABATIÁ,PR,75668644324,15547907745490,Válido,Válido
brittany SHEPHERD,77,ANGRA DOS REIS,RJ,79546144924,67174198101207,Válido,Válido
michael VAZQUEZ,57,ACARI,RN,38875310513,57951595126360,Válido,Válido
john ALEXANDER,41,ALTA FLORESTA D'OESTE,RO,39892779606,14697969940898,Válido,Válido
kimberly SULLIVAN,48,AMAJARI,RR,58175439580,36671828987711,Válido,Válido
devin LEE,79,ACEGUÁ,RS,76303651798,81541370933720,Válido,Válido
kenneth CASTILLO,31,ABDON BATISTA,SC,05318100970,27989079546907,Válido,Válido
peter MUNOZ,41,AMPARO DE SÃO FRANCISCO,SE,79704089317,04307273898980,Válido,Válido
david FERGUSON,87,ADAMANTINA,SP,27505359134,63481742225106,Válido,Válido
david HANSEN,47,ABREULÂNDIA,TO,43353626093,23263231067506,Válido,Válido
angelica LEVINE,47,ACRELÂNDIA,AC,41455154717,36326897043242,Válido,Válido
antonio DAVIS,74,ÁGUA BRANCA,AL,28318674367,02541481811907,Válido,Válido
steven SCHMIDT,34,ALVARÃES,AM,52271651492,51599520451880,Válido,Válido
james WILLIAMS,89,SERRA DO NAVIO,AP,69213870701,52748449968351,Válido,Válido
courtney DANIELS,89,ABAÍRA,BA,31457975491,61980769216976,Válido,Válido
allen PAUL,76,ABAIARA,CE,64563176222,91028333398951,Válido,Válido
mitchell NELSON,44,Brasília,DF,46976837736,65108102356005,Válido,Válido
lisa HERNANDEZ,48,AFONSO CLÁUDIO,ES,45604401072,76201842454441,Válido,Válido
victoria GONZALEZ,56,ABADIA DE GOIÁS,GO,53032255694,47740564231100,Válido,Válido
phyllis BAILEY,70,AÇAILÂNDIA,MA,52128984556,44820667038936,Válido,Válido
george YOUNG,69,ABADIA DOS DOURADOS,MG,49471857830,27996835142905,Válido,Válido
brandon LANDRY,34,ÁGUA CLARA,MS,39881998182,13983824201664,Válido,Válido
rhonda FOSTER,37,ACORIZAL,MT,81827384158,52999547698046,Válido,Válido
jonathan CLARK,49,ABAETETUBA,PA,78669210916,28400648450455,Válido,Válido
amy MARTIN,41,ÁGUA BRANCA,PB,54770025734,35592089035911,Válido,Válido
sara BURTON,69,ABREU E LIMA,PE,88479427990,37201974254323,Válido,Válido
michelle CLARK,68,ACAUÃ,PI,24794103310,65635369381403,Válido,Válido
brian HOLLAND,68,ABATIÁ,PR,51877910600,62130849319621,Válido,Válido
michael MORGAN,44,ANGRA DOS REIS,RJ,75707176195,51289246455597,Válido,Válido
angela RAY,47,ACARI,RN,11388961105,69279237288072,Válido,Válido
david NELSON,26,ALTA FLORESTA D'OESTE,RO,09775489881,21728359898652,Válido,Válido
cassandra DRAKE,46,AMAJARI,RR,20656032162,35335913027181,Válido,Válido
rachel RAMIREZ,47,ACEGUÁ,RS,45575923096,47336174901077,Válido,Válido
joshua MARTIN,40,ABDON BATISTA,SC,36085673213,26554954223783,Válido,Válido
felicia ROBLES,64,AMPARO DE SÃO FRANCISCO,SE,79850596791,58409823116960,Válido,Válido
ariana HICKS,58,ADAMANTINA,SP,02724084926,94553388807224,Válido,Válido
melissa HAYES,57,ABREULÂNDIA,TO,99592828644,08288210099755,Válido,Válido
vanessa COOK,34,ACRELÂNDIA,AC,95384353970,07717195410979,Válido,Válido
aaron HORN,83,ÁGUA BRANCA,AL,53233480202,43760196742105,Válido,Válido
michael BAKER,54,ALVARÃES,AM,64852556059,13871338165836,Válido,Válido
derek PETERS,76,SERRA DO NAVIO,AP,86813289640,83847418128634,Válido,Válido
nancy STEVENSON,39,ABAÍRA,BA,47960503613,00445321219983,Válido,Válido
christine GRIFFITH,51,ABAIARA,CE,76057119304,60968406643435,Válido,Válido
melissa DAVIS,46,Brasília,DF,33078772403,08386727480430,Válido,Válido
meghan FRANKLIN,26,AFONSO CLÁUDIO,ES,88671644731,82058545462753,Válido,Válido
molly SIMPSON,29,ABADIA DE GOIÁS,GO,97581028933,41533584364697,Válido,Válido
ashley BAKER,73,AÇAILÂNDIA,MA,79114212773,17886208596217,Válido,Válido
bryan PEREZ,19,ABADIA DOS DOURADOS,MG,81283365332,06853484922917,Válido,Válido
robert BARRERA,77,ÁGUA CLARA,MS,98900126938,69080064124384,Válido,Válido
misty LAWSON,24,ACORIZAL,MT,80818320176,10107782379182,Válido,Válido
anthony JOHNSON,61,ABAETETUBA,PA,06458361092,61024428648126,Válido,Válido
barbara WALTER,73,ÁGUA BRANCA,PB,98606517445,67698286322646,Válido,Válido
elizabeth HARRISON,41,ABREU E LIMA,PE,46441610809,21917539446609,Válido,Válido
wendy DUNN,75,ACAUÃ,PI,74552062409,72012490174147,Válido,Válido
kelly SOLIS,80,ABATIÁ,PR,25246088081,04100735870398,Válido,Válido
jason SOSA,34,ANGRA DOS REIS,RJ,48583478503,34329204992012,Válido,Válido
adam HAYNES,40,ACARI,RN,99956799491,53516429386882,Válido,Válido
nicholas PATEL,20,ALTA FLORESTA D'OESTE,RO,45293987909,90384400349613,Válido,Válido
james DONALDSON,84,AMAJARI,RR,60718875850,20130096656015,Válido,Válido
lauren HOWARD,25,ACEGUÁ,RS,32917474530,10201100403250,Válido,Válido
nancy CONRAD,60,ABDON BATISTA,SC,53888686563,49028257863858,Válido,Válido
gina LAWRENCE,90,AMPARO DE SÃO FRANCISCO,SE,48319804981,95793500104266,Válido,Válido
steven LYONS,66,ADAMANTINA,SP,99837837381,05529280623116,Válido,Válido
mary JONES,49,ABREULÂNDIA,TO,39277814012,86509881579836,Válido,Válido
robert FRANKLIN,79,ACRELÂNDIA,AC,07215830160,86808782115000,Válido,Válido
molly ESPINOZA,46,ÁGUA BRANCA,AL,31522579109,89890660230528,Válido,Válido
brandi WATKINS,25,ALVARÃES,AM,30836500601,86369645369891,Válido,Válido
logan LARSEN,56,SERRA DO NAVIO,AP,64871247104,83409368915079,Válido,Válido
stephanie FISCHER,80,ABAÍRA,BA,64271037176,26461748875203,Válido,Válido
robert DIXON,57,ABAIARA,CE,39873221956,84297392456676,Válido,Válido
jeremiah CARLSON,41,Brasília,DF,71425650988,99621829629182,Válido,Válido
jill PHELPS,58,AFONSO CLÁUDIO,ES,56383124390,42244852949760,Válido,Válido
dale JONES,69,ABADIA DE GOIÁS,GO,49516258069,20703218817043,Válido,Válido
joshua BUCK,24,AÇAILÂNDIA,MA,07326035520,03583236770897,Válido,Válido
jody SMITH,34,ABADIA DOS DOURADOS,MG,95422464478,08094461815658,Válido,Válido
angela CROSS,57,ÁGUA CLARA,MS,06025128596,88359756159287,Válido,Válido
dana SMITH,82,ACORIZAL,MT,98698201822,38076983935405,Válido,Válido
alexander ENGLISH,41,ABAETETUBA,PA,11279042648,82712388018750,Válido,Válido
christian RAMIREZ,38,ÁGUA BRANCA,PB,35747301365,42362595764710,Válido,Válido
john REESE,49,ABREU E LIMA,PE,87886927109,22237183496479,Válido,Válido
patricia CARR,28,ACAUÃ,PI,33027350730,70270593594040,Válido,Válido
melissa WEISS,33,ABATIÁ,PR,46136259044,97141559986702,Válido,Válido
tracey GARNER,70,ANGRA DOS REIS,RJ,98147121598,55488333536281,Válido,Válido
chad BELL,23,ACARI,RN,83524291597,44568728837715,Válido,Válido
aaron WRIGHT,25,ALTA FLORESTA D'OESTE,RO,39119719400,42738305134346,Válido,Válido
duane TORRES,48,AMAJARI,RR,84675015379,35103686516100,Válido,Válido
shawn WASHINGTON,60,ACEGUÁ,RS,27620192140,15287333833082,Válido,Válido
micheal JONES,40,ABDON BATISTA,SC,07834047272,66912078504822,Válido,Válido
robin FRANKLIN,18,AMPARO DE SÃO FRANCISCO,SE,83015865595,58765959793254,Válido,Válido
brandon SMITH,32,ADAMANTINA,SP,62951017987,23468714110302,Válido,Válido
james BENITEZ,82,ABREULÂNDIA,TO,85644665119,47390109615019,Válido,Válido
brian CHAMBERS,27,ACRELÂNDIA,AC,90798470208,58728467688312,Válido,Válido
bradley DIAZ,72,ÁGUA BRANCA,AL,85865248910,90965589796065,Válido,Válido
allison FRANCIS,25,ALVARÃES,AM,68355376390,92662645945382,Válido,Válido
brittany BROOKS,20,SERRA DO NAVIO,AP,27155460338,70406862332105,Válido,Válido
matthew INGRAM,66,ABAÍRA,BA,90547008740,80136421326100,Válido,Válido
james COMPTON,21,ABAIARA,CE,28701887068,07605011401483,Válido,Válido
melissa FRIEDMAN,69,Brasília,DF,61489218041,89470267619105,Válido,Válido
judith WRIGHT,33,AFONSO CLÁUDIO,ES,97158853144,73450129083283,Válido,Válido
anthony TORRES,73,ABADIA DE GOIÁS,GO,33843560803,02733807308295,Válido,Válido
christopher HANSEN,51,AÇAILÂNDIA,MA,35265607145,76754717838011,Válido,Válido
cynthia MILLER,24,ABADIA DOS DOURADOS,MG,19851555401,92857892865578,Válido,Válido
judy ORTIZ,30,ÁGUA CLARA,MS,89402472720,94895665848390,Válido,Válido
haley GREENE,87,ACORIZAL,MT,49573432927,24199084415815,Válido,Válido
kyle ROGERS,56,ABAETETUBA,PA,26193837906,94087132751540,Válido,Válido
scott SMITH,66,ÁGUA BRANCA,PB,09464018887,37747915848573,Válido,Válido
kristin BROWN,29,ABREU E LIMA,PE,31736355660,00627044256027,Válido,Válido
michelle GALLOWAY,41,ACAUÃ,PI,64681747831,45099931144048,Válido,Válido
michael BURNS,65,ABATIÁ,PR,41748770845,63035341886609,Válido,Válido
krystal FIELDS,21,ANGRA DOS REIS,RJ,67888336728,53718031606020,Válido,Válido
shannon DILLON,45,ACARI,RN,41696857929,10195375530093,Válido,Válido
kendra HERNANDEZ,45,ALTA FLORESTA D'OESTE,RO,94867652512,25694484315130,Válido,Válido
christina OLSEN,29,AMAJARI,RR,82876307707,44226503395907,Válido,Válido
gregory HAYES,61,ACEGUÁ,RS,84700511648,24657718875241,Válido,Válido
terrence COBB,53,ABDON BATISTA,SC,97417093744,04746423100089,Válido,Válido
danny BARKER,26,AMPARO DE SÃO FRANCISCO,SE,13530021954,33924163249487,Válido,Válido
adam HICKMAN,84,ADAMANTINA,SP,80720564417,65167356335773,Válido,Válido
joseph WOLFE,33,ABREULÂNDIA,TO,78552348705,23988404339731,Válido,Válido
julie HOFFMAN,60,ACRELÂNDIA,AC,60262199947,91524656187218,Válido,Válido
anita NGUYEN,59,ÁGUA BRANCA,AL,32408678501,11513525385421,Válido,Válido
victoria PEREZ,86,ALVARÃES,AM,66569545531,55778089347995,Válido,Válido
heather MURRAY,72,SERRA DO NAVIO,AP,04252765897,66486993824385,Válido,Válido
david POTTER,62,ABAÍRA,BA,66494219365,01660909630230,Válido,Válido
christopher JACKSON,59,ABAIARA,CE,49472948251,30313445800121,Válido,Válido
erika CAMPBELL,61,Brasília,DF,65690872903,09454480336559,Válido,Válido
morgan BROOKS,59,AFONSO CLÁUDIO,ES,44373872872,21851598459197,Válido,Válido
mark WRIGHT,43,ABADIA DE GOIÁS,GO,96548394232,91846751413343,Válido,Válido
danielle ROBINSON,19,AÇAILÂNDIA,MA,02050671580,71346106053986,Válido,Válido
paula FLOWERS,89,ABADIA DOS DOURADOS,MG,22818756448,01979424137248,Válido,Válido
john RICE,36,ÁGUA CLARA,MS,09320436312,02764974286550,Válido,Válido
joseph ERICKSON,58,ACORIZAL,MT,39801305339,11445005328700,Válido,Válido
sharon CHURCH,64,ABAETETUBA,PA,47908450520,83753312279700,Válido,Válido
paul LANE,60,ÁGUA BRANCA,PB,65147055029,68616337900740,Válido,Válido
chase COOPER,66,ABREU E LIMA,PE,17944949106,27066238284778,Válido,Válido
anthony SLOAN,61,ACAUÃ,PI,75278452013,16413558781793,Válido,Válido
wanda ROTH,37,ABATIÁ,PR,08167713326,59859622211911,Válido,Válido
vanessa CARRILLO,82,ANGRA DOS REIS,RJ,20981808530,36835601408756,Válido,Válido
travis PAUL,83,ACARI,RN,39324357530,83118635770069,Válido,Válido
logan RIOS,79,ALTA FLORESTA D'OESTE,RO,56256857208,98575346445238,Válido,Válido
ricardo GIBBS,40,AMAJARI,RR,68804105100,63390079224669,Válido,Válido
richard VELEZ,54,ACEGUÁ,RS,57195093565,89332096215804,Válido,Válido
lisa TAYLOR,71,ABDON BATISTA,SC,06934321871,41629859156311,Válido,Válido
brandy WEAVER,35,AMPARO DE SÃO FRANCISCO,SE,29242215600,60710332115762,Válido,Válido
jessica ROSARIO,52,ADAMANTINA,SP,42260829317,54047976351529,Válido,Válido
suzanne BOWMAN,40,ABREULÂNDIA,TO,69329292445,06578997195720,Válido,Válido
kevin MULLEN,21,ACRELÂNDIA,AC,64277125786,14650166657973,Válido,Válido
pamela WOOD,63,ÁGUA BRANCA,AL,25924130819,01089088915147,Válido,Válido
zachary PETERS,76,ALVARÃES,AM,77638097289,57736346211626,Válido,Válido
brandon RODRIGUEZ,62,SERRA DO NAVIO,AP,99474145156,41166279265380,Válido,Válido
rickey VALENCIA,36,ABAÍRA,BA,23186024765,19467634779915,Válido,Válido
paul KING,29,ABAIARA,CE,57089689905,79422029401884,Válido,Válido
kathleen MAYS,75,Brasília,DF,41067946675,99752652948330,Válido,Válido
brandy BRADFORD,35,AFONSO CLÁUDIO,ES,48165044788,81997349293068,Válido,Válido
maria BENTON,36,ABADIA DE GOIÁS,GO,65355852122,49480024027899,Válido,Válido
heather LEE,70,AÇAILÂNDIA,MA,45477716932,70414162621180,Válido,Válido
danielle OSBORNE,37,ABADIA DOS DOURADOS,MG,58403508697,41324974759597,Válido,Válido
michael PERRY,25,ÁGUA CLARA,MS,56415053159,59689986911986,Válido,Válido
brittney LOWERY,36,ACORIZAL,MT,20874275342,96498634955756,Válido,Válido
lori RICHARDSON,84,ABAETETUBA,PA,77826922887,49140587895872,Válido,Válido
laura WILLIAMS,53,ÁGUA BRANCA,PB,42206487632,85005177548228,Válido,Válido
todd JAMES,27,ABREU E LIMA,PE,03652408691,46437378139075,Válido,Válido
lisa HOLDER,66,ACAUÃ,PI,28773202436,68996960303173,Válido,Válido
timothy HATFIELD,77,ABATIÁ,PR,28107878671,67149934506846,Válido,Válido
steven SANTANA,19,ANGRA DOS REIS,RJ,11662643519,60571895981384,Válido,Válido
joseph STEPHENS,21,ACARI,RN,05431884859,73121240967019,Válido,Válido
tonya SOTO,77,ALTA FLORESTA D'OESTE,RO,54555068548,91072644823392,Válido,Válido
tyler JOHNSON,77,AMAJARI,RR,21079375759,75228020264447,Válido,Válido
sarah HILL,73,ACEGUÁ,RS,01714848000,97574198132306,Válido,Válido
victor RICE,33,ABDON BATISTA,SC,72548113680,43674498187310,Válido,Válido
robert ROBINSON,70,AMPARO DE SÃO FRANCISCO,SE,12245792750,51976372568047,Válido,Válido
david RILEY,55,ADAMANTINA,SP,07063836307,73344298590688,Válido,Válido
sierra BROOKS,72,ABREULÂNDIA,TO,48375911917,32526515050059,Válido,Válido
james ANDRADE,88,ACRELÂNDIA,AC,19874494107,42319951818740,Válido,Válido
eric LEE,45,ÁGUA BRANCA,AL,50923469494,22310618072426,Válido,Válido
mario JOHNSON,29,ALVARÃES,AM,45660089755,55354769782050,Válido,Válido
veronica CHEN,47,SERRA DO NAVIO,AP,41644529270,32694328012905,Válido,Válido
jennifer HILL,68,ABAÍRA,BA,97079373271,92287796886709,Válido,Válido
joseph WOODS,79,ABAIARA,CE,51594140880,93053371645598,Válido,Válido
lisa SMITH,72,Brasília,DF,66073213484,22996448528209,Válido,Válido
luis HAMMOND,53,AFONSO CLÁUDIO,ES,16040998792,73663826170964,Válido,Válido
leah ALLEN,19,ABADIA DE GOIÁS,GO,92735200736,27478547091795,Válido,Válido
christopher AVERY,51,AÇAILÂNDIA,MA,58596668616,87418870219785,Válido,Válido
bradley FREEMAN,76,ABADIA DOS DOURADOS,MG,88424398351,57560344940701,Válido,Válido
michael EDWARDS,35,ÁGUA CLARA,MS,91270787446,52365831015940,Válido,Válido
jason JENKINS,53,ACORIZAL,MT,32052095403,54018276545386,Válido,Válido
dwayne SANTIAGO,21,ABAETETUBA,PA,49481893405,32147613480098,Válido,Válido
ashley RUIZ,69,ÁGUA BRANCA,PB,92607578868,02672466266436,Válido,Válido
kristen OSBORNE,36,ABREU E LIMA,PE,82122704918,83547669621235,Válido,Válido
anthony JOHNSON,74,ACAUÃ,PI,41194216943,52238209190543,Válido,Válido
jermaine SIMON,67,ABATIÁ,PR,09333429263,73749780168670,Válido,Válido
jessica PETERSON,31,ANGRA DOS REIS,RJ,03623794163,10128525156500,Válido,Válido
lori HOUSTON,18,ACARI,RN,01417509104,56078796164004,Válido,Válido
grace CHAN,70,ALTA FLORESTA D'OESTE,RO,37680067783,61707909998200,Válido,Válido
kristine LOPEZ,30,AMAJARI,RR,67545802080,33237098707908,Válido,Válido
veronica PHILLIPS,69,ACEGUÁ,RS,14358752497,97815238438870,Válido,Válido
sarah HERNANDEZ,58,ABDON BATISTA,SC,56527005806,89311901178608,Válido,Válido
john RODRIGUEZ,37,AMPARO DE SÃO FRANCISCO,SE,04597592482,87129403189720,Válido,Válido
mark HEBERT,53,ADAMANTINA,SP,46257364396,57372869121569,Válido,Válido
jennifer DYER,55,ABREULÂNDIA,TO,26439714503,55090447134987,Válido,Válido
christina KLEIN,35,ACRELÂNDIA,AC,11871764190,39680720340526,Válido,Válido
dylan FRANCIS,73,ÁGUA BRANCA,AL,60998915955,07629204839976,Válido,Válido
jacob VILLANUEVA,63,ALVARÃES,AM,54061831178,17946202204802,Válido,Válido
adam JIMENEZ,30,SERRA DO NAVIO,AP,89859643482,17738200148561,Válido,Válido
cody ALLEN,74,ABAÍRA,BA,86358134485,42785366568950,Válido,Válido
patricia JAMES,39,ABAIARA,CE,03079977580,61999424394129,Válido,Válido
margaret WYATT,83,Brasília,DF,43547991544,63053169584520,Válido,Válido
maria YOUNG,25,AFONSO CLÁUDIO,ES,20484849646,00089384439391,Válido,Válido
michael COHEN,59,ABADIA DE GOIÁS,GO,83742550306,57256972363636,Válido,Válido
olivia DELACRUZ,59,AÇAILÂNDIA,MA,33643645163,92110146441155,Válido,Válido
karen MANNING,89,ABADIA DOS DOURADOS,MG,87408613765,90983137304901,Válido,Válido
cheryl MILLER,21,ÁGUA CLARA,MS,10356980723,18087090906199,Válido,Válido
lindsay HODGE,46,ACORIZAL,MT,14680921382,97456463530241,Válido,Válido
angel BOYLE,66,ABAETETUBA,PA,50487413822,16556389306783,Válido,Válido
steven KING,50,ÁGUA BRANCA,PB,25383170103,53146325115390,Válido,Válido
carrie SIMMONS,34,ABREU E LIMA,PE,13434894071,73485337007546,Válido,Válido
nicole MORRIS,81,ACAUÃ,PI,71940326001,17447891748223,Válido,Válido
ricky SHERMAN,86,ABATIÁ,PR,96535068544,83609455397770,Válido,Válido
jennifer SMITH,58,ANGRA DOS REIS,RJ,03125270634,77291119359479,Válido,Válido
earl CASE,47,ACARI,RN,09076185611,41036631788462,Válido,Válido
james REEVES,48,ALTA FLORESTA D'OESTE,RO,31366726588,31709040626048,Válido,Válido
sarah OWEN,80,AMAJARI,RR,19532457909,08612052390328,Válido,Válido
jose ATKINSON,90,ACEGUÁ,RS,72460564406,75345998102596,Válido,Válido
robert DAVIS,62,ABDON BATISTA,SC,30187704040,94841711115460,Válido,Válido
scott MOSLEY,27,AMPARO DE SÃO FRANCISCO,SE,64937402153,30467902094408,Válido,Válido
marissa JONES,61,ADAMANTINA,SP,69462000204,11732381896750,Válido,Válido
anthony MOORE,18,ABREULÂNDIA,TO,61507142501,38547982071987,Válido,Válido
